TRACKNR;KMSTR_E;KMEND_E;KMSTR_V;KMEND_V;TRACKNAME;TRACKSHCUT
6815;100000068;100360089;  0,0 +  68;  3,6 +  89;Troeglitz, W 8 - Zeitz;Troeglitz - Zeitz
6816;100330044;102480023;  3,3 +  44; 24,8 +  23;Nobitz - Langenleuba-Oberhain;Nobitz - Langenleuba-Oberhain
6817;100000040;100050049;  0,0 +  40;  0,5 +  49;Narsdorf Bgdr, Langenleubaer Spitze - Narsdorf Bgdr, Cossener Sp.;Narsdorf Bgdr - Cossener Sp.
6818;99999982;100070037;  0,0 + -17;  0,7 +  37;Stuenzhain - Paditz;Stuenzhain - Paditz
6819;100040053;101480020;  0,4 +  53; 14,8 +  20;Neukieritzsch - Pegau, W 2;Neukieritzsch - Pegau
6820;99999978;100170034;  0,0 + -21;  1,7 +  34;Zauschwitz - Pegau Ost;Zauschwitz - Pegau Ost
6821;100460008;102770096;  4,6 +   8; 27,7 +  96;Zwenkau (b Leipzig) - Meuselwitz;Zwenkau - Meuselwitz
6822;100010091;100580020;  0,1 +  91;  5,8 +  20;Boehlen (b Leipzig), W 6514 - Espenhain DB-Borderline;Boehlen - Espenhain DB-Borderline
6823;99979988;101710025; -0,2 + -11; 17,1 +  25;Beucha, 21W 01 - Trebsen (Mulde);Beucha - Trebsen
6824;99999981;100120016;  0,0 + -18;  1,2 +  16;Kornhain Switch D - E;Kornhain D - E
6825;100020089;102010093;  0,2 +  89; 20,1 +  93;Wurzen, W 9224 - Eilenburg, W 114;Wurzen - Eilenburg
6826;100150061;111350013;  1,5 +  61;113,5 +  13;Falkenberg (Elster), W 311 - Beeskow, W 30;Falkenberg - Beeskow
6827;99929954;100770034; -0,7 + -45;  7,7 +  34;Neuburxdorf, W 29 - Muehlberg (Elbe);Neuburxdorf - Muehlberg
6828;100000044;101340053;  0,0 +  44; 13,4 +  53;Prettin - Annaburg, W 36;Prettin - Annaburg
6829;99999989;101020025;  0,0 + -10; 10,2 +  25;Lutherstadt Wittenberg West, W 7 - Straach;Lu Wittenberg West - Straach
6830;99979958;104210055; -0,2 + -41; 42,1 +  55;Pratau, W 3 - Torgau, W 11;Pratau - Torgau
6831;99959938;103890016; -0,4 + -61; 38,9 +  16;Pretzsch, W 1 - Eilenburg, W 11;Pretzsch - Eilenburg
6832;99959914;102140037; -0,4 + -85; 21,4 +  37;Bitterfeld, W 64 - Stumsdorf, W 3;Bitterfeld - Stumsdorf
6833;99919941;100180065; -0,8 + -58;  1,8 +  65;Hohenthurm - Reußen;Hohenthurm - Reußen
6835;100010094;100130042;  0,1 +  94;  1,3 +  42;Delitzsch unterer Bf, W 39 - Delitzsch Gbf, W 36;Delitzsch unterer Bf - Gbf
6836;99989975;100080088; -0,1 + -24;  0,8 +  88;Pratau - Eutzsch;Pratau - Eutzsch
6837;99999978;100220010;  0,0 + -21;  2,2 +  10;Herzberg (Elster) West - Fermerswalde;Herzberg West - Fermerswalde
6838;100000000;100990090;  0,0 +   0;  9,9 +  90;Gerbstedt - Friedeburg;Gerbstedt - Friedeburg
6839;99949971;100490094; -0,5 + -28;  4,9 +  94;Nauendorf (Saalkr), W 1 - Loebejuen;Nauendorf - Loebejuen
6840;99989946;100860070; -0,1 + -53;  8,6 +  70;Teutschenthal, W 42 - Salzmuende;Teutschenthal - Salzmuende
6841;100000009;101730023;  0,0 +   9; 17,3 +  23;Torgau - Belgern;Torgau - Belgern
6843;99989993;100270023; -0,1 +  -6;  2,7 +  23;Falkenberg unt Bf Stw B 20, W 260 - Falkenberg ob Bf, W 914;Falkenberg, W 260 - W 914
6844;100040096;100060017;  0,4 +  96;  0,6 +  17;Falkenberg (Elster), Stw B 3, W 3 - W 4;Falkenberg, B 3, W 3 - W 4
6845;99999938;100170014;  0,0 + -61;  1,7 +  14;Falkenberg ob Bf Stw W 2, W 519 - Falkenberg unt Bf W 17, W 415;Falkenberg W 519 - W 415
6846;99999982;100110091;  0,0 + -17;  1,1 +  91;Falkenberg ob Bf Stw B 3, W 654 - Falkenberg unt Bf Stw W 15, W 468;Falkenberg W 654 - W 468
6847;100030045;100040097;  0,3 +  45;  0,4 +  97;Falkenberg (Elster), Stw B 3, W 1 - W 3;Falkenberg B 3, W 1 - W 3
6848;99999978;100310009;  0,0 + -21;  3,1 +   9;Herzberg (Elster) Stadt, W 5 - Falkenberg (Elster), W 3;Herzberg - Falkenberg
6849;100210025;100310006;  2,1 +  25;  3,1 +   6;Großroessen, W 2 - Herzberg (Elster) West, W 1;Großroessen - Herzberg West
6850;99899927;101990090; -1,0 + -72; 19,9 +  90;Klostermansfeld, W 32 - Wippra;Klostermansfeld - Wippra
6851;99939990;101210047; -0,6 +  -9; 12,1 +  47;Koennern, W 2501 - Baalberge, W 51;Koennern - Baalberge
6852;99949982;100760030; -0,5 + -17;  7,6 +  30;Bebitz, W 12 - Alsleben (Saale);Bebitz - Alsleben
6853;99929924;101450063; -0,7 + -75; 14,5 +  63;Bernburg-Waldau, W 3 - Calbe (Saale) West, W 1;Bernburg-Waldau - Calbe West
6854;100000000;100250068;  0,0 +   0;  2,5 +  68;Switch Tornitz, W 8 - Calbe (Saale) Ost, W 10;Switch Tornitz - Calbe Ost
6855;99939961;101270057; -0,6 + -38; 12,7 +  57;Koethen, W 40 - Aken (Elbe);Koethen - Aken
6856;99969913;101910028; -0,3 + -86; 19,1 +  28;Dessau Main-St., W 43 - Woerlitz;Dessau - Woerlitz
6857;100000090;102550052;  0,0 +  90; 25,5 +  52;Schoenebeck (Elbe) - Blumenberg, W 8;Schoenebeck (Elbe) - Blumenberg
6858;100060075;100290080;  0,6 +  75;  2,9 +  80;Staßfurt, 63W03 - Achenbach;Staßfurt - Achenbach
6859;101150000;102220080; 11,5 +   0; 22,2 +  80;Hakelforst - Schneidlingen;Hakelforst - Schneidlingen
6860;99969922;103280077; -0,3 + -77; 32,8 +  77;Staßfurt, 63W01 - Blumenberg, W 3;Staßfurt - Blumenberg
6861;99939952;102520034; -0,6 + -47; 25,2 +  34;Blumenberg, W 32 - Eilsleben (b Magdeburg);Blumenberg - Eilsleben
6862;99989977;102920094; -0,1 + -22; 29,2 +  94;Frose, W 1 - Quedlinburg;Frose - Quedlinburg
6863;99989970;101790079; -0,1 + -29; 17,9 +  79;Blankenburg (Harz), W 66 - Quedlinburg;Blankenburg - Quedlinburg
6864;100500020;102380022;  5,0 +  20; 23,8 +  22;Michaelstein, W 13 - Koenigshuette (Harz);Michaelstein - Koenigshuette
6865;100000011;100270076;  0,0 +  11;  2,7 +  76;Switch Halberstadt Ost, W 7203 - Harsleben, W 3;Halberstadt East - Harsleben
6866;100010002;101900024;  0,1 +   2; 19,0 +  24;Halberstadt - Blankenburg (Harz), Gl 2;Halberstadt - Blankenburg
6867;99989997;100610051; -0,1 +  -2;  6,1 +  51;Blankenburg (Harz), W 65 - Michaelstein, Gl 10;Blankenburg - Michaelstein
6870;100000007;101440040;  0,0 +   7; 14,4 +  40;Wasserleben - Hoppenstedt;Wasserleben - Hoppenstedt
6871;100000072;101740060;  0,0 +  72; 17,4 +  60;former Switch Mulmke - Veltheim (Fallstein);Mulmke - Veltheim
6873;99999982;100740043;  0,0 + -17;  7,4 +  43;Großwudicke - Rathenow Nord;Großwudicke - Rathenow Nord
6874;117160066;118390070;171,6 +  66;183,9 +  70;Eilsleben (b Magdeburg) - Voelpke (Kr Oschersleben);Eilsleben - Voelpke
6876;100010067;100190093;  0,1 +  67;  1,9 +  93;Magdeburg-Sudenburg, W 91 - Magdeburg-Buckau Pbf , W 70;Mgd-Sudenburg - Mgd-Buckau
6877;100020045;100850099;  0,2 +  45;  8,5 +  99;Hassel (Kr Stendal), W 1003 - Neuermark-Luebars, W 4;Hassel - Neuermark-Luebars
6878;100020064;101220022;  0,2 +  64; 12,2 +  22;Biederitz, W 54/55 - Magdeburg-Buckau;Biederitz - Magdeburg-Buckau
6879;99969915;100190010; -0,3 + -84;  1,9 +  10;Magdeburg Elbbf - Magdeburg Suelzebf, W 11/12;Magdeburg Elbbf - Mgd Suelzebf
6880;99969952;103890040; -0,3 + -47; 38,9 +  40;Biederitz, W 51 - Altengrabow;Biederitz - Altengrabow
6881;100220025;100540000;  2,2 +  25;  5,4 +   0;Genthin Industriegleis - Brettin;Genthin Industriegl. - Brettin
6882;99999982;100100046;  0,0 + -17;  1,0 +  46;Schoenhauser Damm - Hohengoehren;Schoenhauser Damm - Hohengoehren
6883;100000000;102580055;  0,0 +   0; 25,8 +  55;Guesen (Kr Genthin) - Ziesar;Guesen - Ziesar
6884;100000000;102180005;  0,0 +   0; 21,8 +   5;Guesen (Kr Genthin) - Jerichow, W 23;Guesen - Jerichow
6885;100000051;102890016;  0,0 +  51; 28,9 +  16;Genthin - Schoenhausen (Elbe);Genthin - Schoenhausen (Elbe)
6886;100000000;102810032;  0,0 +   0; 28,1 +  32;Wusterwitz - Goerzke;Wusterwitz - Goerzke
6887;99999921;102440050;  0,0 + -78; 24,4 +  50;Schoenhausen (Elbe) - Sandau (Elbe);Schoenhausen - Sandau
6888;100030046;100950021;  0,3 +  46;  9,5 +  21;Switch Neugarten, W 1 - Ketzin;Switch Neugarten - Ketzin
6889;99999982;100120092;  0,0 + -17;  1,2 +  92;Brandenburg South - Brandenburg-Altstadt, W 1;Brandenburg South - Bbg-Altstadt
6890;100000000;100180063;  0,0 +   0;  1,8 +  63;Blankenburg (Harz), W 2 - Blankenburg (Harz) Nord, W 132;Blankenburg(Harz),W 2 - W 132
6891;100090007;103200004;  0,9 +   7; 32,0 +   4;Haldensleben - Eilsleben (b Magdeburg), W 42;Haldensleben - Eilsleben
6892;100000024;103200080;  0,0 +  24; 32,0 +  80;Haldensleben - Weferlingen;Haldensleben - Weferlingen
6893;100000011;100300067;  0,0 +  11;  3,0 +  67;Switch Sueplingen, W 1 - Doenstedt Steinwerke;Switch Sueplingen - Doenstedt
6894;100010055;101160000;  0,1 +  55; 11,6 +   0;Stendal, Gl 8 - Tangermuende;Stendal - Tangermuende
6895;100000000;100350032;  0,0 +   0;  3,5 +  32;Stendal East - Stendal Vorbf;Stendal East - Stendal Vorbf
6897;100000000;100410075;  0,0 +   0;  4,1 +  75;Stendal East - Borstel (Kr Stendal) Anschlußstelle;Stendal East - Borstel Anst
6898;103440020;103900075; 34,4 +  20; 39,0 +  75;Osterburg-Schilddorf - Osterburg;Osterburg-Schilddf - Osterburg
6899;99979957;110710015; -0,2 + -42;107,1 +  15;Stendal, W 67 - Uelzen, W 152;Stendal - Uelzen
6900;99729925;105870071; -2,7 + -74; 58,7 +  71;Oebisfelde, W 47 - Salzwedel, W 23;Oebisfelde - Salzwedel
6901;100250065;104250098;  2,5 +  65; 42,5 +  98;Salzwedel, W 1 - Geestgottberg, W 5;Salzwedel - Geestgottberg
6902;99999949;103600030;  0,0 + -50; 36,0 +  30;Salzwedel - Diesdorf (Altmark);Salzwedel - Diesdorf
6903;100280080;102030025;  2,8 +  80; 20,3 +  25;Jeetze - Badel, W 3;Jeetze - Badel
6904;99939984;104610080; -0,6 + -15; 46,1 +  80;Hohenwulsch - Rohrberg;Hohenwulsch - Rohrberg
6905;99979918;103570068; -0,2 + -81; 35,7 +  68;Salzwedel - Dannenberg Ost, W 51;Salzwedel - Dannenberg Ost
6906;102380000;103760012; 23,8 +   0; 37,6 +  12;Letzlingen - Gardelegen, W 1801;Letzlingen - Gardelegen
6907;100040082;101830019;  0,4 +  82; 18,3 +  19;Etgersleben, W 2 - Foerderstedt;Etgersleben - Foerderstedt
6908;104130050;104620046; 41,3 +  50; 46,2 +  46;Groeningen Anst - Nienhagen (b Halberstadt), W 3;Groeningen Anst - Nienhagen
6909;100010073;100560040;  0,1 +  73;  5,6 +  40;Koennern, W 2527 - Rothenburg (Saale);Koennern - Rothenburg
6911;99979939;100970029; -0,2 + -60;  9,7 +  29;Wallwitz - Wettin;Wallwitz - Wettin
6914;99999918;100320005;  0,0 + -81;  3,2 +   5;Trebsen (Mulde) - Neichen;Trebsen - Neichen
6915;100000000;103630007;  0,0 +   0; 36,3 +   7;Krensitz - Delitzsch oberer Bf, W 36;Krensitz - Delitzsch
6916;100540030;103050040;  5,4 +  30; 30,5 +  40;Neukirchen-Wyhra - Großbothen;Neukirchen-Wyhra - Großbothen
6917;99999982;100070003;  0,0 + -17;  0,7 +   3;Dommitzsch, W 7 - Dommitzsch;Dommitzsch, W 7 - W 5
6918;99999988;100760080;  0,0 + -11;  7,6 +  80;Moertitz - Kospa;Moertitz - Kospa
6919;99999959;100470050;  0,0 + -40;  4,7 +  50;Prettin - Dommitzsch, W A2;Prettin - Dommitzsch
6920;107070055;107140009; 70,7 +  55; 71,4 +   9;Rostock Warnowbruecke East - Rostock Gbf;Warnowbruecke O - Rostock
6921;99999908;105690024;  0,0 + -91; 56,9 +  24;Wismar, W 38 - Rostock Main-St., W 10;Wismar - Rostock Main-St.
6922;105680075;105900034; 56,8 +  75; 59,0 +  34;Rostock Main-St. - Rostock Gbf, Gl 6;Rostock Main-St. - Rostock Gbf
6924;99999930;100080039;  0,0 + -69;  0,8 +  39;Dalwitzhof, W 6 - Dalwitzhof Nordkopf, W 13;Dalwitzhof - Dalwitzhof Nordk
6925;99939990;100410056; -0,6 +  -9;  4,1 +  56;Bentwisch, W 1 - Rostock Seehafen, W 29;Bentwisch - Rostock Seehafen
6926;99859941;100910049; -1,4 + -58;  9,1 +  49;Priemerburg, 63W 3 - Switch Plaaz, 66W 1;Priemerburg - Plaaz
6927;100000000;100100020;  0,0 +   0;  1,0 +  20;Priemerwald South - Priemerwald Ost;Priemerwald S - Priemerwald O
6928;100030004;107770035;  0,3 +   4; 77,7 +  35;Hagenow Land, W 12 - Bad Oldesloe;Hagenow Land - Bad Oldesloe
6929;100200067;101870022;  2,0 +  67; 18,7 +  22;Dalwitzhof, W 8 - Sanitz, W 5;Dalwitzhof - Sanitz
6930;99989910;100880058; -0,1 + -89;  8,8 +  58;Sanitz, W 1 - Tessin;Sanitz - Tessin
6931;99939945;101530024; -0,6 + -54; 15,3 +  24;Grevesmuehlen, W 45 - Kluetz (Meckl);Grevesmuehlen - Kluetz
6932;100040082;103390099;  0,4 +  82; 33,9 +  99;Schwerin (Meckl), W 45 - Rehna;Schwerin - Rehna
6933;100500025;104520087;  5,0 +  25; 45,2 +  87;Schwerin (Meckl)-Goerries, W 1 - Parchim, W 47;Schwerin-Goerries - Parchim
6935;100040004;109600048;  0,4 +   4; 96,0 +  48;Ludwigslust, W 3 - Waren (Mueritz), W 9;Ludwigslust - Waren
6936;100000000;107130025;  0,0 +   0; 71,3 +  25;Hornstorf - Karow (Meckl), W 73;Hornstorf - Karow
6937;100000000;102660092;  0,0 +   0; 26,6 +  92;Teterow - Gnoien;Teterow - Gnoien
6938;99989917;106190056; -0,1 + -82; 61,9 +  56;Neustadt (Dosse), W 83 - Meyenburg, W 60;Neustadt - Meyenburg
6939;99849919;105940061; -1,5 + -80; 59,4 +  61;Meyenburg, W 60 - Guestrow, W 51;Meyenburg - Guestrow
6940;100040051;102660095;  0,4 +  51; 26,6 +  95;Ganzlin, W 2 - Roebel (Meckl);Ganzlin - Roebel
6941;99989994;107360096; -0,1 +  -5; 73,6 +  96;Wittenberge, W 20 - Buschhof (b Neustrelitz);Wittenberge - Buschhof
6942;100000000;103850079;  0,0 +   0; 38,5 +  79;Buschhof - Thurow (Meckl);Buschhof - Thurow
6943;99999989;101020044;  0,0 + -10; 10,2 +  44;Roevershagen - Ostseebad Graal-Mueritz;Roevershagen - Graal-Mueritz
6944;100000016;102170030;  0,0 +  16; 21,7 +  30;Perleberg - Margaretental;Perleberg - Margaretental
6945;100000000;101730000;  0,0 +   0; 17,3 +   0;Pritzwalk - Putlitz;Pritzwalk - Putlitz
6946;100000018;104340051;  0,0 +  18; 43,4 +  51;Neustadt (Dosse) - Herzberg (Mark), W 2;Neustadt - Herzberg
6947;100000000;100460048;  0,0 +   0;  4,6 +  48;Switch Koeritz - Barsikow;Switch Koeritz - Barsikow
6948;99879964;102970092; -1,2 + -35; 29,7 +  92;Paulinenaue, W 3105 - Neuruppin;Paulinenaue - Neuruppin
6949;99989981;100740000; -0,1 + -18;  7,4 +   0;Bentwisch, W 21 - Rostock-Poppendorf (Werkbf);Bentwisch - Poppendorf
6953;99919916;100120054; -0,8 + -83;  1,2 +  54;Sassnitz-Mukran Gbf (Einfahrgruppe), W 240 - Sassnitz Faehrhafen;Sassnitz-Mukran - Faehrhafen
6954;99999978;100500018;  0,0 + -21;  5,0 +  18;Sassnitz-Mukran/Borchtitz, W 1 - Sassnitz-Mukran Pbf;Mukran/Borchtitz - Mukran
6955;99929992;100240060; -0,7 +  -7;  2,4 +  60;Malliß - Conow, G-Bahn;Malliß - Conow
6956;99999989;101020020;  0,0 + -10; 10,2 +  20;Rheinsberg (Mark), W 1 - Stechlinsee;Rheinsberg - Stechlinsee
6957;100030087;101900060;  0,3 +  87; 19,0 +  60;Thurow (Meckl) - Feldberg (Meckl);Thurow - Feldberg
6958;104750001;105000037; 47,5 +   1; 50,0 +  37;Eberswalde Main-St. - Britz;Eberswalde Main-St. - Britz
6959;100000000;100250070;  0,0 +   0;  2,5 +  70;Boizenburg (Elbe) - Boizenburg (Elbe) Stadt;Boizenburg - Boizenburg Stadt
6960;100000000;101230013;  0,0 +   0; 12,3 +  13;Zittau, Gl 21 - Kurort Oybin, Gl 3;Zittau - Oybin
6961;99999929;100390038;  0,0 + -70;  3,9 +  38;Bertsdorf, W 3 - Kurort Jonsdorf;Bertsdorf - Jonsdorf
6963;100000000;100460000;  0,0 +   0;  4,6 +   0;Klingenthal - Untersachsenberg-Georgenthal;Klingenthal - Untersachsenberg
6964;100000000;101750010;  0,0 +   0; 17,5 +  10;Cranzahl, Gl 1 - Kurort Oberwiesenthal, Gl 1;Cranzahl - Oberwiesenthal
6965;100000000;101180000;  0,0 +   0; 11,8 +   0;Oschatz - Strehla;Oschatz - Strehla
6966;99949907;102610030; -0,5 + -92; 26,1 +  30;Freital-Hainsberg - Kurort Kipsdorf, Gl 2;Freital-Hainsberg - Kipsdorf
6967;100000000;102390040;  0,0 +   0; 23,9 +  40;Muegeln (b Oschatz) - Neichen;Muegeln (b Oschatz) - Neichen
6968;100000000;100630010;  0,0 +   0;  6,3 +  10;Nebitzschen, W 1 - Kroptewitz;Nebitzschen - Kroptewitz
6969;99949994;103090020; -0,5 +  -5; 30,9 +  20;Oschatz, Gl 12 - Doebeln;Oschatz - Doebeln
6970;99989933;101660037; -0,1 + -66; 16,6 +  37;Radebeul Ost, Gl 1 - Radeburg, Gl 2;Radebeul East - Radeburg
6971;100150000;102970080;  1,5 +   0; 29,7 +  80;Schoenfeld-Wiesa, Papierfabrik - Meinersdorf (Erzgeb);Schoenfeld-Wiesa - Meinersdorf
6972;100000000;101350040;  0,0 +   0; 13,5 +  40;Wilischthal - Thum;Wilischthal - Thum
6973;100000036;104160052;  0,0 +  36; 41,6 +  52;Wilkau-Haßlau (Vogtl) - Carlsfeld;Wilkau-Haßlau - Carlsfeld
6975;100000000;102290050;  0,0 +   0; 22,9 +  50;Wolkenstein - Joehstadt;Wolkenstein - Joehstadt
6976;100000000;101980000;  0,0 +   0; 19,8 +   0;Klingenberg-Colmnitz - Frauenstein;Klingenbg-Colmn - Frauenstein
6977;100000000;101840000;  0,0 +   0; 18,4 +   0;Klingenberg-Colmnitz - Oberdittmannsdorf;Klingenbg-Colmn - Oberdittmsdf
6978;100000000;103870055;  0,0 +   0; 38,7 +  55;Freital-Potschappel - Nossen;Freital-Potschappel - Nossen
6979;100000000;105180060;  0,0 +   0; 51,8 +  60;Wilsdruff - Doebeln-Gaertitz;Wilsdruff - Doebeln-Gaertitz
6981;100000000;101350060;  0,0 +   0; 13,5 +  60;Hetzdorf (Floehatal) - Großwaltersdorf;Hetzdorf - Großwaltersdorf
6982;103510091;105960000; 35,1 +  91; 59,6 +   0;Putbus, W 23 - Goehren (Ruegen);Putbus - Goehren
6986;100000000;103090080;  0,0 +   0; 30,9 +  80;Gera-Pforten - Wuitz-Mumsdorf;Gera-Pforten - Wuitz-Mumsdorf
6989;100000000;101400085;  0,0 +   0; 14,0 +  85;Rohrberg - Hanum;Rohrberg - Hanum
6996;99979971;101560012; -0,2 + -28; 15,6 +  12;Bad Doberan, W 67 - Ostseebad Kuehlungsborn West;Bad Doberan - Kuehlungsborn W
6998;100000000;102050020;  0,0 +   0; 20,5 +  20;Senzke - Nauen;Senzke - Nauen
6999;100000000;100480000;  0,0 +   0;  4,8 +   0;Berliner Parkeisenbahn;Berliner Parkeisenbahn
9100;100000000;101390000;  0,0 +   0; 13,9 +   0;Niebuell - Dagebuell Mole;Niebuell - Dagebuehl
9101;100220007;100630020;  2,2 +   7;  6,3 +  20;Klosterfeld Kreisbahn - Berend (Schlesw);Klosterfeld - Berend
9102;99989981;103550080; -0,1 + -18; 35,5 +  80;Schleswig-Altstadt Kreisbahn - Kappeln (Schlei);Schleswig - Kappeln
9103;100030026;101000040;  0,3 +  26; 10,0 +  40;Schleswig-Friedrichsberg Kreisbahn - Kropp;Schleswig - Kropp
9104;99979984;101100020; -0,2 + -15; 11,0 +  20;Neuwittenbek, W 1 - Kiel-Schusterkrug;Neuwittenbek - Kiel-Schusterkr
9105;99969951;100360070; -0,3 + -48;  3,6 +  70;Suchsdorf, W 3 - Kiel-Wik;Suchsdorf - Kiel
9106;100000000;100440060;  0,0 +   0;  4,4 +  60;Kiel Hgbf, Stw Ko - Seefischmarkt;Kiel Stw Ko - Seefischmarkt
9107;100000000;102050086;  0,0 +   0; 20,5 +  86;Kiel South - Schoenberg(Holst);Kiel - Schoenberg
9108;102050086;102400072; 20,5 +  86; 24,0 +  72;Schoenberg (Holst) - Schoenberger Strand;Schoenberg - Strand
9110;100000000;102380000;  0,0 +   0; 23,8 +   0;Lueneburg North - Bleckede;Lueneburg - Blekede
9111;100000000;105710000;  0,0 +   0; 57,1 +   0;Lueneburg South - Soltau (Han) South;Lueneburg - Soltau
9112;100000000;104110000;  0,0 +   0; 41,1 +   0;Winsen(Luhe) South - Huetzel(Lueneb);Winsen - Huetzel
9113;100000000;101810000;  0,0 +   0; 18,1 +   0;Winsen (Luhe) South - Niedermarschacht;Winsen - Niedermarschacht
9114;100000000;100030010;  0,0 +   0;  0,3 +  10;Luechow, W 12 - Luechow Sued, Bfs-Gleis;Luechow - Luechow Sued
9120;100000000;102460040;  0,0 +   0; 24,6 +  40;Elmshorn --Barmstedt-- - Henstedt-Ulzburg;Elmshorn - Henstedt-Ulzburg
9121;100250071;106720025;  2,5 +  71; 67,2 +  25;Switch Hamburg Gutenbergstraße, W 48- - Neumuenster Sued, W 65;HH Gutenberg.- Neumuenster S.
9122;100140070;101190011;  1,4 +  70; 11,9 +  11;Garstedt - Ulzburg South;Garstedt - Ulzburg
9123;100020025;101400046;  0,2 +  25; 14,0 +  46;Hmb-Bergedorf - Geesthacht;Hamburg - Geesthacht
9124;100000000;100170088;  0,0 +   0;  1,7 +  88;former Track - Hmb Bergedorf South - Pollhof;former Track 9124
9125;100010000;101360097;  0,1 +   0; 13,6 +  97;Hmb-Tiefstack - Glinde;Hamburg - Glinde
9126;103290040;103630000; 32,9 +  40; 36,3 +   0;Hmb-Moorfleet - Hmb-Billbrook;Hamburg Moorfleet - Billbrook
9127;100000000;106320058;  0,0 +   0; 63,2 +  58;Wilstedt - Tostedt, W 408;Wilstedt - Tostedt
9128;100040025;101480000;  0,4 +  25; 14,8 +   0;Buxtehude - Harsefeld South;Buxtehude - Harsefeld
9129;100000000;100400050;  0,0 +   0;  4,0 +  50;Tornesch - Uetersen;Tornesch - Uetersen
9130;119410050;119890070;194,1 +  50;198,9 +  70;Bremerhaven Seehafen DB-Borderline - Bremerhav. Seehafen Columbusbf;HB Seehafen - HB Columbusbf
9131;119670040;119930010;196,7 +  40;199,3 +  10;former Track - DB-Borderline - Bremerhvn Seehafn,Freihfn.;former Track 9131
9132;100000000;104730042;  0,0 +   0; 47,3 +  42;Bremervoerde South - Osterholz-Scharmbeck Ost, W 330;Bremervoerde - Osterholz
9133;99959931;100250013; -0,4 + -68;  2,5 +  13;Bremerhaven-Speckenbuettel, W 107 -  Bremerhaven Imsumer Deich;Speckenbuettel - Imsumer Deich
9134;100050025;100160057;  0,5 +  25;  1,6 +  57;Switch Weddewarden, W 852 - Weddewarder Tief;Weddewarden - Weddewarder Tief
9140;100000000;101210060;  0,0 +   0; 12,1 +  60;Verden (Aller) South - Stemmen;Verden - Stemmen
9141;102500084;103730066; 25,0 +  84; 37,3 +  66;Boehme - Walsrode,W 2;Boehme - Walsrode
9142;99229905;102840055; -7,7 + -94; 28,4 +  55;Eystrup - Syke;Eystrup - Syke
9143;100000000;100770055;  0,0 +   0;  7,7 +  55;Bruchhausen-Vilsen - Asendorf;Bruchhausen - Asendorf
9144;100000000;102620000;  0,0 +   0; 26,2 +   0;Bremen-Huchting - Thedinghausen;Bremen - Thedinghausen
9145;100040000;101060072;  0,4 +   0; 10,6 +  72;Bremen-Vegesack - Brm-Farge;Bremen Vegesack - Farge
9146;100220071;101070022;  2,2 +  71; 10,7 +  22;Bremen Inlandshafen DB-Borderline - Brm Zollausschluß;Bremen Hafen - Zollausschluß
9147;100020059;100120060;  0,2 +  59;  1,2 +  60;(Bremen Main-St., Stw Bwn) DB-Borderline - Brm Zollausschluß, W 23;Bremen Stw Bwn - Zollausschluß
9148;99989943;100090033; -0,1 + -56;  0,9 +  33;(Bremen Main-St., Stw Bwn) DB-Borderline, W 11 - Bremen Weserbf;Bremen Stw Bwn - Weserbahnhof
9149;100150007;100660050;  1,5 +   7;  6,6 +  50;Bremen-Grolland Streckenw 1415/9149 - Brm-Grolland;Strw 1415/9149 - HB-Grolland
9150;100000000;102250070;  0,0 +   0; 22,5 +  70;Delmenhorst South - Harpstedt;Delmenhorst South - Harpstedt
9151;100000000;101300000;  0,0 +   0; 13,0 +   0;Bad Zwischenahn - Edewechterdamm;B.Zwischenahn - Edewechterdamm
9152;100000000;100790030;  0,0 +   0;  7,9 +  30;former Track - Lohne (Oldenb) - Dinklage;former Track 9152
9153;100000000;100740000;  0,0 +   0;  7,4 +   0;Borkum(Nordseebad) - Reede;Borkum - Reede
9154;100000000;100260000;  0,0 +   0;  2,6 +   0;Langeoog (Insel) Bahnhof - Hafen;Langeoog Bahnhof - Hafen
9155;100000000;100280000;  0,0 +   0;  2,8 +   0;Juist (Insel) Anleger - Bahnhof;Juist Anleger - Bahnhof
9156;100000000;100320000;  0,0 +   0;  3,2 +   0;Spiekeroog (Insel) Anleger - Bahnhof;Spiekeroog Anleger - Bahnhof
9157;100000000;100500080;  0,0 +   0;  5,0 +  80;Annenheide - Adelheide;Annenheide - Adelheide
9160;100020044;100530000;  0,2 +  44;  5,3 +   0;Bersenbrueck - Ankum;Bersenbrueck - Ankum
9161;100000000;100720058;  0,0 +   0;  7,2 +  58;Georgsmarienhuette - Hasbergen (Kr Osnabrueck), W 32;Georgsmarienhuette - Hasbergen
9162;100000000;100010000;  0,0 +   0;  0,1 +   0;former Track - Georgsmarienhuette - Oesede;former Track 9162
9163;101790085;106800000; 17,9 +  85; 68,0 +   0;Lengerich-Hohne - Guetersloh Nord;Lenger.-Hohne - Guetersloh Nord
9164;106740075;109260090; 67,4 +  75; 92,6 +  90;Guetersloh North - Hoevelhof, W 4;Guetersloh North - Hoevelhof
9165;100000000;101900073;  0,0 +   0; 19,0 +  73;Ibbenbueren East - Lengerich-Hohne;Ibbenbueren East - Lenger.-Hohne
9166;100000000;100710020;  0,0 +   0;  7,1 +  20;Brochterbeck - Hafen Saerbeck;Brochterbeck - Hafen Saerbeck
